RID,DESIGN_ROW,SCENARIO,SEQ,pref1,a1_x1,a1_x2,a1_x3,a1_x4,a1_x5,a1_x6,a1_x7,a1_x8,a2_x1,a3_x2,a2_x3,a2_x4,a2_x5,a2_x6,a2_x7,a2_x8
,,,,,,,,,,,,,,,,,,,,
2315,24,2,2,1,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
2315,11,3,3,1,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
2315,12,4,4,2,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
2315,29,5,5,2,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
2317,30,1,1,1,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
2317,28,2,2,1,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
2317,19,3,3,2,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
2317,18,4,4,1,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
2317,23,5,5,2,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
2256,1,1,1,2,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
2256,23,2,2,1,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
2256,12,3,3,2,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
2256,14,4,4,1,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
2256,20,5,5,1,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
2320,21,1,1,2,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
2320,7,2,2,2,1,95,14,1,30,25,3,250,1,75,17,2,120,50,1,200
,,,,,,,,,,,,,,,,,,,,
2320,8,3,3,1,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
2320,27,4,4,1,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
2320,6,5,5,2,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
2324,10,1,1,1,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
2324,26,2,2,2,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
2324,1,3,3,2,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
2324,4,4,4,1,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
2324,16,5,5,2,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
2322,9,1,1,1,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
2322,5,2,2,1,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
2322,13,3,3,1,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
2322,22,4,4,2,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
2322,14,5,5,2,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
2323,17,1,1,1,1,75,17,1,120,50,2,150,1,95,24,2,30,25,3,300
,,,,,,,,,,,,,,,,,,,,
2323,3,2,2,2,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
2323,25,3,3,1,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
2323,2,4,4,1,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
2323,15,5,5,1,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
2330,28,1,1,1,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
2330,27,2,2,2,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
2330,8,3,3,2,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
2330,20,4,4,2,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
2330,25,5,5,1,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
2325,23,1,1,1,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
2325,10,2,2,1,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
2325,30,3,3,1,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
2325,11,4,4,2,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
2325,29,5,5,2,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
2327,12,1,1,2,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
2327,7,2,2,2,1,95,14,1,30,25,3,250,1,75,17,2,120,50,1,200
,,,,,,,,,,,,,,,,,,,,
2327,6,3,3,2,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
2327,9,4,4,1,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
2327,26,5,5,2,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
2326,22,1,1,2,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
2326,24,2,2,1,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
2326,17,3,3,1,1,75,17,1,120,50,2,150,1,95,24,2,30,25,3,300
,,,,,,,,,,,,,,,,,,,,
2326,18,4,4,2,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
2326,4,5,5,1,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
2331,5,1,1,2,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
2331,21,2,2,2,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
2331,3,3,3,2,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
2331,13,4,4,2,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
2331,19,5,5,1,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
2333,2,1,1,1,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
2333,16,2,2,2,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
2333,15,3,3,1,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
2333,14,4,4,1,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
2333,1,5,5,2,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
2335,30,1,1,2,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
2335,23,2,2,1,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
2335,10,3,3,2,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
2335,13,4,4,2,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
2335,3,5,5,2,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
2339,12,1,1,1,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
2339,16,2,2,2,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
2339,9,3,3,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
2339,28,4,4,1,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
2339,5,5,5,2,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
2337,29,1,1,2,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
2337,22,2,2,1,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
2337,27,3,3,1,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
2337,20,4,4,2,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
2337,17,5,5,1,1,75,17,1,120,50,2,150,1,95,24,2,30,25,3,300
,,,,,,,,,,,,,,,,,,,,
2338,21,1,1,2,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
2338,7,2,2,2,1,95,14,1,30,25,3,250,1,75,17,2,120,50,1,200
,,,,,,,,,,,,,,,,,,,,
2338,26,3,3,2,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
2338,8,4,4,2,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
2338,19,5,5,2,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
2344,6,1,1,1,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
2344,4,2,2,2,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
2344,29,3,3,1,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
2344,10,4,4,1,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
2344,28,5,5,2,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
2342,14,1,1,2,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
2342,1,2,2,2,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
2342,24,3,3,1,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
2342,12,4,4,2,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
2342,8,5,5,1,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
2340,18,1,1,2,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
2340,25,2,2,2,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
2340,15,3,3,1,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
2340,11,4,4,2,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
2340,2,5,5,1,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
2343,21,1,1,2,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
2343,27,2,2,1,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
2343,11,3,3,1,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
2343,9,4,4,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
2343,13,5,5,1,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
2345,6,1,1,1,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
2345,5,2,2,1,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
2345,30,3,3,2,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
2345,25,4,4,2,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
2345,19,5,5,1,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
2341,7,1,1,1,1,95,14,1,30,25,3,250,1,75,17,2,120,50,1,200
,,,,,,,,,,,,,,,,,,,,
2341,14,2,2,1,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
2341,23,3,3,1,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
2341,26,4,4,1,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
2341,22,5,5,2,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
2353,11,1,1,2,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
2353,9,2,2,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
2353,30,3,3,1,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
2353,23,4,4,1,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
2353,8,5,5,1,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
2354,14,1,1,1,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
2354,29,2,2,2,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
2354,28,3,3,1,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
2354,20,4,4,2,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
2354,6,5,5,2,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
2355,7,1,1,1,1,95,14,1,30,25,3,250,1,75,17,2,120,50,1,200
,,,,,,,,,,,,,,,,,,,,
2355,17,2,2,1,1,75,17,1,120,50,2,150,1,95,24,2,30,25,3,300
,,,,,,,,,,,,,,,,,,,,
2355,15,3,3,2,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
2355,16,4,4,1,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
2355,26,5,5,2,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
2356,3,1,1,2,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
2356,2,2,2,1,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
2356,19,3,3,1,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
2356,22,4,4,1,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
2356,25,5,5,2,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
2347,18,1,1,1,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
2347,3,2,2,1,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
2347,15,3,3,1,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
2347,2,4,4,1,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
2347,20,5,5,1,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
2359,23,1,1,1,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
2359,3,2,2,2,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
2359,10,3,3,1,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
2359,1,4,4,1,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
2359,16,5,5,2,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
2357,21,1,1,2,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
2357,1,2,2,2,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
2357,24,3,3,1,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
2357,15,4,4,1,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
2357,6,5,5,2,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
2358,4,1,1,1,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
2358,30,2,2,1,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
2358,25,3,3,2,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
2358,19,4,4,1,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
2358,29,5,5,1,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
2360,14,1,1,1,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
2360,9,2,2,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
2360,20,3,3,1,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
2360,22,4,4,1,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
2360,7,5,5,2,1,95,14,1,30,25,3,250,1,75,17,2,120,50,1,200
,,,,,,,,,,,,,,,,,,,,
2349,16,1,1,1,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
2349,12,2,2,1,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
2349,27,3,3,1,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
2349,18,4,4,1,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
2349,5,5,5,1,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
2321,27,1,1,1,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
2321,11,2,2,2,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
2321,8,3,3,2,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
2321,12,4,4,2,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
2321,28,5,5,1,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
2363,26,1,1,2,1,85,24,1,30,0,1,200,1,85,14,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
2363,18,2,2,1,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
2363,4,3,3,1,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
2363,13,4,4,1,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
2363,2,5,5,1,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
2362,21,1,1,1,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
2362,5,2,2,1,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
2362,17,3,3,2,1,75,17,1,120,50,2,150,1,95,24,2,30,25,3,300
,,,,,,,,,,,,,,,,,,,,
2362,30,4,4,2,1,75,14,2,30,75,3,150,1,95,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
2362,10,5,5,2,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
2365,29,1,1,2,1,95,17,2,30,25,3,300,1,75,14,1,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
2365,11,2,2,2,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
2365,28,3,3,2,1,95,24,2,120,0,2,200,1,75,17,1,30,75,3,250
,,,,,,,,,,,,,,,,,,,,
2365,22,4,4,1,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
2365,9,5,5,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
2366,25,1,1,1,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
2366,24,2,2,1,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
2366,6,3,3,2,1,85,17,1,60,25,2,300,1,85,14,2,60,25,1,150
,,,,,,,,,,,,,,,,,,,,
2366,17,4,4,2,1,75,17,1,120,50,2,150,1,95,24,2,30,25,3,300
,,,,,,,,,,,,,,,,,,,,
2366,21,5,5,2,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
2364,27,1,1,2,1,85,14,1,60,0,1,100,1,85,24,2,60,50,3,300
,,,,,,,,,,,,,,,,,,,,
2364,19,2,2,2,1,95,14,2,120,25,3,150,1,75,24,1,30,50,1,250
,,,,,,,,,,,,,,,,,,,,
2364,23,3,3,2,1,85,14,1,60,50,2,150,1,85,17,2,60,25,3,300
,,,,,,,,,,,,,,,,,,,,
2364,8,4,4,1,1,95,17,1,120,50,2,100,1,75,14,2,30,0,3,150
,,,,,,,,,,,,,,,,,,,,
2364,12,5,5,2,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
2368,4,1,1,1,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
2368,5,2,2,1,1,85,24,1,60,50,3,300,1,85,14,2,60,25,2,100
,,,,,,,,,,,,,,,,,,,,
2368,20,3,3,1,1,75,17,2,30,25,2,200,1,95,24,1,120,25,1,250
,,,,,,,,,,,,,,,,,,,,
2368,3,4,4,1,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
2368,18,5,5,2,1,95,14,2,120,75,2,150,1,75,17,1,30,0,1,100
,,,,,,,,,,,,,,,,,,,,
2369,16,1,1,2,1,75,17,2,30,50,2,200,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
2369,14,2,2,1,1,85,14,1,120,0,3,100,1,85,24,2,30,75,2,200
,,,,,,,,,,,,,,,,,,,,
2369,2,3,3,1,1,85,24,1,60,25,3,100,1,85,14,2,60,50,1,150
,,,,,,,,,,,,,,,,,,,,
2369,15,4,4,1,1,85,24,1,60,50,1,250,1,85,14,2,60,25,2,300
,,,,,,,,,,,,,,,,,,,,
2369,13,5,5,2,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
2373,1,1,1,2,1,75,24,1,60,75,3,300,1,95,17,2,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
2373,4,2,2,1,1,95,17,2,120,75,1,100,1,75,24,1,30,0,2,200
,,,,,,,,,,,,,,,,,,,,
2373,22,3,3,1,1,75,24,2,120,0,3,200,1,95,14,1,30,75,2,250
,,,,,,,,,,,,,,,,,,,,
2373,21,4,4,2,1,95,14,1,30,75,1,250,1,75,24,2,120,0,2,200
,,,,,,,,,,,,,,,,,,,,
2373,11,5,5,2,1,95,24,2,30,0,2,300,1,75,17,1,120,75,3,200
,,,,,,,,,,,,,,,,,,,,
2374,3,1,1,2,1,95,17,2,30,75,1,300,1,75,14,1,120,0,2,150
,,,,,,,,,,,,,,,,,,,,
2374,12,2,2,2,1,75,24,2,120,75,1,250,1,95,17,1,30,0,3,250
,,,,,,,,,,,,,,,,,,,,
2374,9,3,3,2,1,85,17,1,60,25,2,150,1,85,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
2374,13,4,4,2,1,75,14,2,60,50,1,250,1,95,17,1,60,25,2,200
,,,,,,,,,,,,,,,,,,,,
2374,24,5,5,1,1,75,17,2,120,0,3,100,1,95,24,1,30,75,2,300
,,,,,,,,,,,,,,,,,,,,
2371,10,1,1,1,1,75,14,2,30,0,1,200,1,95,24,1,120,75,3,300
,,,,,,,,,,,,,,,,,,,,
2371,25,2,2,2,1,85,24,1,60,25,1,250,1,85,17,2,60,50,3,100
,,,,,,,,,,,,,,,,,,,,
