RID,DESIGN_ROW,SCENARIO,SEQ,pref1,a1_x1,a1_x2,a1_x3,a1_x4,a1_x5,a1_x6,a1_x7,a1_x8,a2_x1,a3_x2,a2_x3,a2_x4,a2_x5,a2_x6,a2_x7,a2_x8
1540,1,3,3,2,1,95,17,2,30,0,2,300,1,75,14,1,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
1540,23,4,4,2,1,85,17,2,120,50,1,100,1,95,24,1,120,0,2,300
,,,,,,,,,,,,,,,,,,,,
1540,12,5,5,1,1,95,14,2,60,0,2,250,1,85,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
1542,27,1,1,2,1,75,24,2,30,50,3,300,1,95,17,1,60,25,1,100
,,,,,,,,,,,,,,,,,,,,
1542,24,2,2,2,1,85,24,2,60,50,2,250,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
1542,13,3,3,2,1,95,14,2,60,25,1,300,1,85,24,1,120,50,2,150
,,,,,,,,,,,,,,,,,,,,
1542,28,4,4,2,1,75,24,1,120,0,1,250,1,85,17,2,60,50,2,150
,,,,,,,,,,,,,,,,,,,,
1542,4,5,5,2,1,95,24,1,120,25,3,150,1,75,17,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
1544,11,1,1,2,1,75,14,1,60,50,1,300,1,85,24,2,120,25,3,200
,,,,,,,,,,,,,,,,,,,,
1544,26,2,2,1,1,85,17,2,60,50,3,150,1,75,14,1,120,0,2,100
,,,,,,,,,,,,,,,,,,,,
1544,2,3,3,1,1,95,24,1,60,0,1,150,1,75,17,2,120,25,2,250
,,,,,,,,,,,,,,,,,,,,
1544,14,4,4,2,1,85,17,2,120,0,3,300,1,95,14,1,120,50,2,200
,,,,,,,,,,,,,,,,,,,,
1544,15,5,5,2,1,75,17,1,60,0,2,250,1,85,24,2,120,75,1,100
,,,,,,,,,,,,,,,,,,,,
1546,16,1,1,1,1,95,24,1,30,25,2,100,1,75,14,2,60,0,3,200
,,,,,,,,,,,,,,,,,,,,
1546,9,2,2,2,1,95,14,2,30,0,3,100,1,85,24,1,60,25,1,300
,,,,,,,,,,,,,,,,,,,,
1546,17,3,3,1,1,95,17,1,120,50,1,250,1,85,14,2,60,75,2,300
,,,,,,,,,,,,,,,,,,,,
1546,10,4,4,1,1,95,24,2,30,0,2,250,1,75,14,1,120,50,3,300
,,,,,,,,,,,,,,,,,,,,
1546,18,5,5,1,1,75,17,1,60,25,2,200,1,85,24,2,120,0,3,250
,,,,,,,,,,,,,,,,,,,,
1547,19,1,1,2,1,85,17,1,120,0,2,200,1,95,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
1547,29,2,2,1,1,85,24,1,60,25,3,100,1,95,17,2,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
1547,8,3,3,1,1,75,14,1,30,25,3,150,1,95,17,2,120,0,1,300
,,,,,,,,,,,,,,,,,,,,
1547,30,4,4,1,1,95,14,1,120,0,3,100,1,75,24,2,120,25,1,200
,,,,,,,,,,,,,,,,,,,,
1547,5,5,5,2,1,75,14,2,30,25,1,150,1,95,17,1,60,75,3,200
,,,,,,,,,,,,,,,,,,,,
1548,25,1,1,2,1,85,14,2,120,0,1,200,1,75,17,1,120,25,3,300
,,,,,,,,,,,,,,,,,,,,
1548,7,2,2,2,1,85,14,1,120,50,2,300,1,75,17,2,60,75,3,250
,,,,,,,,,,,,,,,,,,,,
1548,20,3,3,1,1,75,24,2,120,0,1,200,1,85,14,1,60,50,3,250
,,,,,,,,,,,,,,,,,,,,
1548,21,4,4,2,1,85,14,2,30,25,3,200,1,75,24,1,120,75,2,150
,,,,,,,,,,,,,,,,,,,,
1548,22,5,5,2,1,85,17,1,30,0,1,150,1,95,24,2,120,50,3,200
,,,,,,,,,,,,,,,,,,,,
1549,6,1,1,1,1,75,24,2,60,0,2,100,1,85,14,1,120,75,1,250
,,,,,,,,,,,,,,,,,,,,
1549,27,2,2,2,1,75,24,2,30,50,3,300,1,95,17,1,60,25,1,100
,,,,,,,,,,,,,,,,,,,,
1549,26,3,3,2,1,85,17,2,60,50,3,150,1,75,14,1,120,0,2,100
,,,,,,,,,,,,,,,,,,,,
1549,12,4,4,2,1,95,14,2,60,0,2,250,1,85,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
1549,25,5,5,1,1,85,14,2,120,0,1,200,1,75,17,1,120,25,3,300
,,,,,,,,,,,,,,,,,,,,
1550,10,1,1,2,1,95,24,2,30,0,2,250,1,75,14,1,120,50,3,300
,,,,,,,,,,,,,,,,,,,,
1550,11,2,2,2,1,75,14,1,60,50,1,300,1,85,24,2,120,25,3,200
,,,,,,,,,,,,,,,,,,,,
1550,28,3,3,2,1,75,24,1,120,0,1,250,1,85,17,2,60,50,2,150
,,,,,,,,,,,,,,,,,,,,
1550,9,4,4,2,1,95,14,2,30,0,3,100,1,85,24,1,60,25,1,300
,,,,,,,,,,,,,,,,,,,,
1550,13,5,5,2,1,95,14,2,60,25,1,300,1,85,24,1,120,50,2,150
,,,,,,,,,,,,,,,,,,,,
1551,8,1,1,1,1,75,14,1,30,25,3,150,1,95,17,2,120,0,1,300
,,,,,,,,,,,,,,,,,,,,
1551,14,2,2,2,1,85,17,2,120,0,3,300,1,95,14,1,120,50,2,200
,,,,,,,,,,,,,,,,,,,,
1551,15,3,3,1,1,75,17,1,60,0,2,250,1,85,24,2,120,75,1,100
,,,,,,,,,,,,,,,,,,,,
1551,24,4,4,1,1,85,24,2,60,50,2,250,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
1551,1,5,5,2,1,95,17,2,30,0,2,300,1,75,14,1,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
1552,2,1,1,1,1,95,24,1,60,0,1,150,1,75,17,2,120,25,2,250
,,,,,,,,,,,,,,,,,,,,
1552,3,2,2,2,1,75,17,1,30,50,3,200,1,95,14,2,120,25,2,150
,,,,,,,,,,,,,,,,,,,,
1552,5,3,3,1,1,75,14,2,30,25,1,150,1,95,17,1,60,75,3,200
,,,,,,,,,,,,,,,,,,,,
1552,17,4,4,1,1,95,17,1,120,50,1,250,1,85,14,2,60,75,2,300
,,,,,,,,,,,,,,,,,,,,
1552,6,5,5,1,1,75,24,2,60,0,2,100,1,85,14,1,120,75,1,250
,,,,,,,,,,,,,,,,,,,,
1541,6,1,1,,1,75,24,2,60,0,2,100,1,85,14,1,120,75,1,250
,,,,,,,,,,,,,,,,,,,,
1525,29,1,1,1,1,85,24,1,60,25,3,100,1,95,17,2,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
1525,7,2,2,,1,85,14,1,120,50,2,300,1,75,17,2,60,75,3,250
,,,,,,,,,,,,,,,,,,,,
1534,6,1,1,1,1,75,24,2,60,0,2,100,1,85,14,1,120,75,1,250
,,,,,,,,,,,,,,,,,,,,
1534,27,2,2,2,1,75,24,2,30,50,3,300,1,95,17,1,60,25,1,100
,,,,,,,,,,,,,,,,,,,,
1534,13,3,3,,1,95,14,2,60,25,1,300,1,85,24,1,120,50,2,150
,,,,,,,,,,,,,,,,,,,,
1532,20,1,1,1,1,75,24,2,120,0,1,200,1,85,14,1,60,50,3,250
,,,,,,,,,,,,,,,,,,,,
1532,3,2,2,1,1,75,17,1,30,50,3,200,1,95,14,2,120,25,2,150
,,,,,,,,,,,,,,,,,,,,
1532,9,3,3,,1,95,14,2,30,0,3,100,1,85,24,1,60,25,1,300
,,,,,,,,,,,,,,,,,,,,
1524,12,1,1,,1,95,14,2,60,0,2,250,1,85,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
1553,19,1,1,2,1,85,17,1,120,0,2,200,1,95,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
1553,20,2,2,1,1,75,24,2,120,0,1,200,1,85,14,1,60,50,3,250
,,,,,,,,,,,,,,,,,,,,
1553,7,3,3,2,1,85,14,1,120,50,2,300,1,75,17,2,60,75,3,250
,,,,,,,,,,,,,,,,,,,,
1553,6,4,4,1,1,75,24,2,60,0,2,100,1,85,14,1,120,75,1,250
,,,,,,,,,,,,,,,,,,,,
1553,29,5,5,1,1,85,24,1,60,25,3,100,1,95,17,2,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
1554,23,1,1,1,1,85,17,2,120,50,1,100,1,95,24,1,120,0,2,300
,,,,,,,,,,,,,,,,,,,,
1554,9,2,2,1,1,95,14,2,30,0,3,100,1,85,24,1,60,25,1,300
,,,,,,,,,,,,,,,,,,,,
1554,27,3,3,1,1,75,24,2,30,50,3,300,1,95,17,1,60,25,1,100
,,,,,,,,,,,,,,,,,,,,
1554,29,4,4,1,1,85,24,1,60,25,3,100,1,95,17,2,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
1554,2,5,5,1,1,95,24,1,60,0,1,150,1,75,17,2,120,25,2,250
,,,,,,,,,,,,,,,,,,,,
1555,12,1,1,2,1,95,14,2,60,0,2,250,1,85,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
1555,23,2,2,1,1,85,17,2,120,50,1,100,1,95,24,1,120,0,2,300
,,,,,,,,,,,,,,,,,,,,
1555,7,3,3,2,1,85,14,1,120,50,2,300,1,75,17,2,60,75,3,250
,,,,,,,,,,,,,,,,,,,,
1555,22,4,4,2,1,85,17,1,30,0,1,150,1,95,24,2,120,50,3,200
,,,,,,,,,,,,,,,,,,,,
1555,3,5,5,2,1,75,17,1,30,50,3,200,1,95,14,2,120,25,2,150
,,,,,,,,,,,,,,,,,,,,
1559,13,1,1,2,1,95,14,2,60,25,1,300,1,85,24,1,120,50,2,150
,,,,,,,,,,,,,,,,,,,,
1559,14,2,2,2,1,85,17,2,120,0,3,300,1,95,14,1,120,50,2,200
,,,,,,,,,,,,,,,,,,,,
1559,16,3,3,1,1,95,24,1,30,25,2,100,1,75,14,2,60,0,3,200
,,,,,,,,,,,,,,,,,,,,
1559,30,4,4,1,1,95,14,1,120,0,3,100,1,75,24,2,120,25,1,200
,,,,,,,,,,,,,,,,,,,,
1559,21,5,5,2,1,85,14,2,30,25,3,200,1,75,24,1,120,75,2,150
,,,,,,,,,,,,,,,,,,,,
1560,5,1,1,1,1,75,14,2,30,25,1,150,1,95,17,1,60,75,3,200
,,,,,,,,,,,,,,,,,,,,
1560,6,2,2,1,1,75,24,2,60,0,2,100,1,85,14,1,120,75,1,250
,,,,,,,,,,,,,,,,,,,,
1560,20,3,3,2,1,75,24,2,120,0,1,200,1,85,14,1,60,50,3,250
,,,,,,,,,,,,,,,,,,,,
1560,18,4,4,2,1,75,17,1,60,25,2,200,1,85,24,2,120,0,3,250
,,,,,,,,,,,,,,,,,,,,
1560,4,5,5,1,1,95,24,1,120,25,3,150,1,75,17,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
1561,27,1,1,2,1,75,24,2,30,50,3,300,1,95,17,1,60,25,1,100
,,,,,,,,,,,,,,,,,,,,
1561,12,2,2,2,1,95,14,2,60,0,2,250,1,85,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
1561,11,3,3,2,1,75,14,1,60,50,1,300,1,85,24,2,120,25,3,200
,,,,,,,,,,,,,,,,,,,,
1561,13,4,4,1,1,95,14,2,60,25,1,300,1,85,24,1,120,50,2,150
,,,,,,,,,,,,,,,,,,,,
1561,26,5,5,1,1,85,17,2,60,50,3,150,1,75,14,1,120,0,2,100
,,,,,,,,,,,,,,,,,,,,
1562,10,1,1,1,1,95,24,2,30,0,2,250,1,75,14,1,120,50,3,300
,,,,,,,,,,,,,,,,,,,,
1562,14,2,2,2,1,85,17,2,120,0,3,300,1,95,14,1,120,50,2,200
,,,,,,,,,,,,,,,,,,,,
1562,28,3,3,2,1,75,24,1,120,0,1,250,1,85,17,2,60,50,2,150
,,,,,,,,,,,,,,,,,,,,
1562,25,4,4,1,1,85,14,2,120,0,1,200,1,75,17,1,120,25,3,300
,,,,,,,,,,,,,,,,,,,,
1562,1,5,5,2,1,95,17,2,30,0,2,300,1,75,14,1,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
1563,24,1,1,2,1,85,24,2,60,50,2,250,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
1563,2,2,2,,1,95,24,1,60,0,1,150,1,75,17,2,120,25,2,250
,,,,,,,,,,,,,,,,,,,,
1564,24,1,1,1,1,85,24,2,60,50,2,250,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
1564,9,2,2,1,1,95,14,2,30,0,3,100,1,85,24,1,60,25,1,300
,,,,,,,,,,,,,,,,,,,,
1564,2,3,3,1,1,95,24,1,60,0,1,150,1,75,17,2,120,25,2,250
,,,,,,,,,,,,,,,,,,,,
1564,22,4,4,1,1,85,17,1,30,0,1,150,1,95,24,2,120,50,3,200
,,,,,,,,,,,,,,,,,,,,
1564,21,5,5,1,1,85,14,2,30,25,3,200,1,75,24,1,120,75,2,150
,,,,,,,,,,,,,,,,,,,,
1565,8,1,1,1,1,75,14,1,30,25,3,150,1,95,17,2,120,0,1,300
,,,,,,,,,,,,,,,,,,,,
1565,29,2,2,1,1,85,24,1,60,25,3,100,1,95,17,2,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
1565,23,3,3,1,1,85,17,2,120,50,1,100,1,95,24,1,120,0,2,300
,,,,,,,,,,,,,,,,,,,,
1565,7,4,4,2,1,85,14,1,120,50,2,300,1,75,17,2,60,75,3,250
,,,,,,,,,,,,,,,,,,,,
1565,20,5,5,1,1,75,24,2,120,0,1,200,1,85,14,1,60,50,3,250
,,,,,,,,,,,,,,,,,,,,
1566,6,1,1,1,1,75,24,2,60,0,2,100,1,85,14,1,120,75,1,250
,,,,,,,,,,,,,,,,,,,,
1566,3,2,2,1,1,75,17,1,30,50,3,200,1,95,14,2,120,25,2,150
,,,,,,,,,,,,,,,,,,,,
1566,19,3,3,2,1,85,17,1,120,0,2,200,1,95,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
1566,15,4,4,2,1,75,17,1,60,0,2,250,1,85,24,2,120,75,1,100
,,,,,,,,,,,,,,,,,,,,
1566,18,5,5,2,1,75,17,1,60,25,2,200,1,85,24,2,120,0,3,250
,,,,,,,,,,,,,,,,,,,,
1568,5,1,1,2,1,75,14,2,30,25,1,150,1,95,17,1,60,75,3,200
,,,,,,,,,,,,,,,,,,,,
1568,16,2,2,1,1,95,24,1,30,25,2,100,1,75,14,2,60,0,3,200
,,,,,,,,,,,,,,,,,,,,
1568,30,3,3,2,1,95,14,1,120,0,3,100,1,75,24,2,120,25,1,200
,,,,,,,,,,,,,,,,,,,,
1568,18,4,4,1,1,75,17,1,60,25,2,200,1,85,24,2,120,0,3,250
,,,,,,,,,,,,,,,,,,,,
1568,17,5,5,2,1,95,17,1,120,50,1,250,1,85,14,2,60,75,2,300
,,,,,,,,,,,,,,,,,,,,
1567,30,1,1,1,1,95,14,1,120,0,3,100,1,75,24,2,120,25,1,200
,,,,,,,,,,,,,,,,,,,,
1567,5,2,2,1,1,75,14,2,30,25,1,150,1,95,17,1,60,75,3,200
,,,,,,,,,,,,,,,,,,,,
1567,19,3,3,2,1,85,17,1,120,0,2,200,1,95,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
1567,6,4,4,1,1,75,24,2,60,0,2,100,1,85,14,1,120,75,1,250
,,,,,,,,,,,,,,,,,,,,
1567,15,5,5,2,1,75,17,1,60,0,2,250,1,85,24,2,120,75,1,100
,,,,,,,,,,,,,,,,,,,,
1569,4,1,1,2,1,95,24,1,120,25,3,150,1,75,17,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
1569,12,2,2,2,1,95,14,2,60,0,2,250,1,85,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
1569,27,3,3,2,1,75,24,2,30,50,3,300,1,95,17,1,60,25,1,100
,,,,,,,,,,,,,,,,,,,,
1569,26,4,4,2,1,85,17,2,60,50,3,150,1,75,14,1,120,0,2,100
,,,,,,,,,,,,,,,,,,,,
1569,24,5,5,2,1,85,24,2,60,50,2,250,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
1570,10,1,1,1,1,95,24,2,30,0,2,250,1,75,14,1,120,50,3,300
,,,,,,,,,,,,,,,,,,,,
1570,25,2,2,1,1,85,14,2,120,0,1,200,1,75,17,1,120,25,3,300
,,,,,,,,,,,,,,,,,,,,
1570,23,3,3,1,1,85,17,2,120,50,1,100,1,95,24,1,120,0,2,300
,,,,,,,,,,,,,,,,,,,,
1570,1,4,4,2,1,95,17,2,30,0,2,300,1,75,14,1,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
1570,11,5,5,2,1,75,14,1,60,50,1,300,1,85,24,2,120,25,3,200
,,,,,,,,,,,,,,,,,,,,
1571,25,1,1,2,1,85,14,2,120,0,1,200,1,75,17,1,120,25,3,300
,,,,,,,,,,,,,,,,,,,,
1571,10,2,2,1,1,95,24,2,30,0,2,250,1,75,14,1,120,50,3,300
,,,,,,,,,,,,,,,,,,,,
1571,1,3,3,1,1,95,17,2,30,0,2,300,1,75,14,1,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
1571,11,4,4,2,1,75,14,1,60,50,1,300,1,85,24,2,120,25,3,200
,,,,,,,,,,,,,,,,,,,,
1571,22,5,5,2,1,85,17,1,30,0,1,150,1,95,24,2,120,50,3,200
,,,,,,,,,,,,,,,,,,,,
1572,9,1,1,2,1,95,14,2,30,0,3,100,1,85,24,1,60,25,1,300
,,,,,,,,,,,,,,,,,,,,
1572,13,2,2,2,1,95,14,2,60,25,1,300,1,85,24,1,120,50,2,150
,,,,,,,,,,,,,,,,,,,,
1572,2,3,3,2,1,95,24,1,60,0,1,150,1,75,17,2,120,25,2,250
,,,,,,,,,,,,,,,,,,,,
1572,14,4,4,2,1,85,17,2,120,0,3,300,1,95,14,1,120,50,2,200
,,,,,,,,,,,,,,,,,,,,
1572,3,5,5,2,1,75,17,1,30,50,3,200,1,95,14,2,120,25,2,150
,,,,,,,,,,,,,,,,,,,,
1573,16,1,1,1,1,95,24,1,30,25,2,100,1,75,14,2,60,0,3,200
,,,,,,,,,,,,,,,,,,,,
1573,17,2,2,2,1,95,17,1,120,50,1,250,1,85,14,2,60,75,2,300
,,,,,,,,,,,,,,,,,,,,
1573,4,3,3,1,1,95,24,1,120,25,3,150,1,75,17,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
1573,28,4,4,2,1,75,24,1,120,0,1,250,1,85,17,2,60,50,2,150
,,,,,,,,,,,,,,,,,,,,
1573,7,5,5,2,1,85,14,1,120,50,2,300,1,75,17,2,60,75,3,250
,,,,,,,,,,,,,,,,,,,,
1575,29,1,1,1,1,85,24,1,60,25,3,100,1,95,17,2,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
1575,20,2,2,2,1,75,24,2,120,0,1,200,1,85,14,1,60,50,3,250
,,,,,,,,,,,,,,,,,,,,
1575,21,3,3,2,1,85,14,2,30,25,3,200,1,75,24,1,120,75,2,150
,,,,,,,,,,,,,,,,,,,,
1575,8,4,4,1,1,75,14,1,30,25,3,150,1,95,17,2,120,0,1,300
,,,,,,,,,,,,,,,,,,,,
1575,3,5,5,1,1,75,17,1,30,50,3,200,1,95,14,2,120,25,2,150
,,,,,,,,,,,,,,,,,,,,
1576,27,1,1,2,1,75,24,2,30,50,3,300,1,95,17,1,60,25,1,100
,,,,,,,,,,,,,,,,,,,,
1576,14,2,2,2,1,85,17,2,120,0,3,300,1,95,14,1,120,50,2,200
,,,,,,,,,,,,,,,,,,,,
1576,2,3,3,1,1,95,24,1,60,0,1,150,1,75,17,2,120,25,2,250
,,,,,,,,,,,,,,,,,,,,
1576,15,4,4,2,1,75,17,1,60,0,2,250,1,85,24,2,120,75,1,100
,,,,,,,,,,,,,,,,,,,,
1576,24,5,5,2,1,85,24,2,60,50,2,250,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
1578,13,1,1,2,1,95,14,2,60,25,1,300,1,85,24,1,120,50,2,150
,,,,,,,,,,,,,,,,,,,,
1578,16,2,2,1,1,95,24,1,30,25,2,100,1,75,14,2,60,0,3,200
,,,,,,,,,,,,,,,,,,,,
1578,28,3,3,2,1,75,24,1,120,0,1,250,1,85,17,2,60,50,2,150
,,,,,,,,,,,,,,,,,,,,
1578,23,4,4,1,1,85,17,2,120,50,1,100,1,95,24,1,120,0,2,300
,,,,,,,,,,,,,,,,,,,,
1578,22,5,5,1,1,85,17,1,30,0,1,150,1,95,24,2,120,50,3,200
,,,,,,,,,,,,,,,,,,,,
1579,4,1,1,1,1,95,24,1,120,25,3,150,1,75,17,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
1579,29,2,2,1,1,85,24,1,60,25,3,100,1,95,17,2,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
1579,5,3,3,1,1,75,14,2,30,25,1,150,1,95,17,1,60,75,3,200
,,,,,,,,,,,,,,,,,,,,
1579,6,4,4,1,1,75,24,2,60,0,2,100,1,85,14,1,120,75,1,250
,,,,,,,,,,,,,,,,,,,,
1579,21,5,5,2,1,85,14,2,30,25,3,200,1,75,24,1,120,75,2,150
,,,,,,,,,,,,,,,,,,,,
1582,26,1,1,1,1,85,17,2,60,50,3,150,1,75,14,1,120,0,2,100
,,,,,,,,,,,,,,,,,,,,
1582,7,2,2,2,1,85,14,1,120,50,2,300,1,75,17,2,60,75,3,250
,,,,,,,,,,,,,,,,,,,,
1582,20,3,3,1,1,75,24,2,120,0,1,200,1,85,14,1,60,50,3,250
,,,,,,,,,,,,,,,,,,,,
1582,12,4,4,1,1,95,14,2,60,0,2,250,1,85,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
1582,30,5,5,2,1,95,14,1,120,0,3,100,1,75,24,2,120,25,1,200
,,,,,,,,,,,,,,,,,,,,
1584,18,1,1,2,1,75,17,1,60,25,2,200,1,85,24,2,120,0,3,250
,,,,,,,,,,,,,,,,,,,,
1584,9,2,2,2,1,95,14,2,30,0,3,100,1,85,24,1,60,25,1,300
,,,,,,,,,,,,,,,,,,,,
1584,12,3,3,2,1,95,14,2,60,0,2,250,1,85,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
1584,27,4,4,2,1,75,24,2,30,50,3,300,1,95,17,1,60,25,1,100
,,,,,,,,,,,,,,,,,,,,
1584,1,5,5,2,1,95,17,2,30,0,2,300,1,75,14,1,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
1580,26,1,1,1,1,85,17,2,60,50,3,150,1,75,14,1,120,0,2,100
,,,,,,,,,,,,,,,,,,,,
1580,23,2,2,1,1,85,17,2,120,50,1,100,1,95,24,1,120,0,2,300
,,,,,,,,,,,,,,,,,,,,
1580,25,3,3,1,1,85,14,2,120,0,1,200,1,75,17,1,120,25,3,300
,,,,,,,,,,,,,,,,,,,,
1580,11,4,4,2,1,75,14,1,60,50,1,300,1,85,24,2,120,25,3,200
,,,,,,,,,,,,,,,,,,,,
1580,28,5,5,2,1,75,24,1,120,0,1,250,1,85,17,2,60,50,2,150
,,,,,,,,,,,,,,,,,,,,
1583,2,1,1,1,1,95,24,1,60,0,1,150,1,75,17,2,120,25,2,250
,,,,,,,,,,,,,,,,,,,,
1583,20,2,2,2,1,75,24,2,120,0,1,200,1,85,14,1,60,50,3,250
,,,,,,,,,,,,,,,,,,,,
1583,22,3,3,1,1,85,17,1,30,0,1,150,1,95,24,2,120,50,3,200
,,,,,,,,,,,,,,,,,,,,
1583,4,4,4,2,1,95,24,1,120,25,3,150,1,75,17,2,120,75,2,100
,,,,,,,,,,,,,,,,,,,,
1583,10,5,5,1,1,95,24,2,30,0,2,250,1,75,14,1,120,50,3,300
,,,,,,,,,,,,,,,,,,,,
1587,3,1,1,1,1,75,17,1,30,50,3,200,1,95,14,2,120,25,2,150
,,,,,,,,,,,,,,,,,,,,
1587,19,2,2,2,1,85,17,1,120,0,2,200,1,95,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
1587,18,3,3,1,1,75,17,1,60,25,2,200,1,85,24,2,120,0,3,250
,,,,,,,,,,,,,,,,,,,,
1587,9,4,4,1,1,95,14,2,30,0,3,100,1,85,24,1,60,25,1,300
,,,,,,,,,,,,,,,,,,,,
1587,13,5,5,2,1,95,14,2,60,25,1,300,1,85,24,1,120,50,2,150
,,,,,,,,,,,,,,,,,,,,
1585,21,1,1,1,1,85,14,2,30,25,3,200,1,75,24,1,120,75,2,150
,,,,,,,,,,,,,,,,,,,,
1585,24,2,2,1,1,85,24,2,60,50,2,250,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
1585,29,3,3,2,1,85,24,1,60,25,3,100,1,95,17,2,120,50,1,150
,,,,,,,,,,,,,,,,,,,,
1585,8,4,4,1,1,75,14,1,30,25,3,150,1,95,17,2,120,0,1,300
,,,,,,,,,,,,,,,,,,,,
1585,5,5,5,1,1,75,14,2,30,25,1,150,1,95,17,1,60,75,3,200
,,,,,,,,,,,,,,,,,,,,
1588,30,1,1,1,1,95,14,1,120,0,3,100,1,75,24,2,120,25,1,200
,,,,,,,,,,,,,,,,,,,,
1588,14,2,2,2,1,85,17,2,120,0,3,300,1,95,14,1,120,50,2,200
,,,,,,,,,,,,,,,,,,,,
1588,7,3,3,2,1,85,14,1,120,50,2,300,1,75,17,2,60,75,3,250
,,,,,,,,,,,,,,,,,,,,
1588,6,4,4,1,1,75,24,2,60,0,2,100,1,85,14,1,120,75,1,250
,,,,,,,,,,,,,,,,,,,,
1588,16,5,5,1,1,95,24,1,30,25,2,100,1,75,14,2,60,0,3,200
,,,,,,,,,,,,,,,,,,,,
1589,15,1,1,2,1,75,17,1,60,0,2,250,1,85,24,2,120,75,1,100
,,,,,,,,,,,,,,,,,,,,
1589,17,2,2,2,1,95,17,1,120,50,1,250,1,85,14,2,60,75,2,300
,,,,,,,,,,,,,,,,,,,,
1589,27,3,3,2,1,75,24,2,30,50,3,300,1,95,17,1,60,25,1,100
,,,,,,,,,,,,,,,,,,,,
1589,1,4,4,2,1,95,17,2,30,0,2,300,1,75,14,1,60,0,1,250
,,,,,,,,,,,,,,,,,,,,
1589,11,5,5,2,1,75,14,1,60,50,1,300,1,85,24,2,120,25,3,200
,,,,,,,,,,,,,,,,,,,,
1590,24,1,1,1,1,85,24,2,60,50,2,250,1,95,14,1,120,25,3,150
,,,,,,,,,,,,,,,,,,,,
1590,12,2,2,2,1,95,14,2,60,0,2,250,1,85,17,1,120,0,1,100
,,,,,,,,,,,,,,,,,,,,
1590,26,3,3,1,1,85,17,2,60,50,3,150,1,75,14,1,120,0,2,100
,,,,,,,,,,,,,,,,,,,,
1590,2,4,4,1,1,95,24,1,60,0,1,150,1,75,17,2,120,25,2,250
,,,,,,,,,,,,,,,,,,,,
1590,17,5,5,1,1,95,17,1,120,50,1,250,1,85,14,2,60,75,2,300
,,,,,,,,,,,,,,,,,,,,
1591,19,1,1,2,1,85,17,1,120,0,2,200,1,95,24,2,60,50,1,100
,,,,,,,,,,,,,,,,,,,,
1591,8,2,2,1,1,75,14,1,30,25,3,150,1,95,17,2,120,0,1,300
,,,,,,,,,,,,,,,,,,,,
1591,17,3,3,2,1,95,17,1,120,50,1,250,1,85,14,2,60,75,2,300
,,,,,,,,,,,,,,,,,,,,
1591,15,4,4,2,1,75,17,1,60,0,2,250,1,85,24,2,120,75,1,100
,,,,,,,,,,,,,,,,,,,,
1591,25,5,5,1,1,85,14,2,120,0,1,200,1,75,17,1,120,25,3,300
,,,,,,,,,,,,,,,,,,,,
1592,27,1,1,2,1,75,24,2,30,50,3,300,1,95,17,1,60,25,1,100
,,,,,,,,,,,,,,,,,,,,
1592,1,2,2,2,1,95,17,2,30,0,2,300,1,75,14,1,60,0,1,250
